institution_id,year,combination_id,disease_1,disease_2,disease_3,disease_4,patient_count
INST003,2026,C003,Hypertension,Ischemic heart disease,,,119
INST003,2026,C004,Diabetes,Obesity,,,140
INST003,2026,C005,Diabetes,Hypertension,Obesity,,133
INST003,2026,C006,COPD,Hypertension,,,96
INST003,2026,C007,Asthma,Allergic/atopic disease,,,44
INST003,2026,C008,Heart failure,Chronic kidney disease,,,42
INST003,2026,C009,Diabetes,Hyperlipidemia,Hypertension,,48
INST003,2026,C010,Hypertension,Stroke,,,23
INST003,2026,C011,Chronic liver disease,Type 2 diabetes mellitus,,,36
INST003,2026,C012,Depression,Generalized anxiety disorder,,,75
INST003,2026,C013,Osteoarthritis,Obesity,,,127
INST003,2026,C014,Rheumatoid arthritis,Osteoporosis,,,40
INST003,2026,C015,Pneumonia,Diabetes,,,68
INST003,2026,C016,COVID-19,Diabetes,,,47
INST003,2026,C017,COVID-19,Hypertension,,,52
INST003,2026,C018,COVID-19,Diabetes,Hypertension,,46
INST003,2026,C019,Tuberculosis,Diabetes,,,34
INST003,2026,C020,Urinary tract infection,Diabetes,,,113
INST003,2026,C021,Diabetes,Chronic kidney disease,Hypertension,,85
INST003,2026,C022,Ischemic heart disease,Diabetes,Hypertension,,59
INST003,2026,C023,Asthma,Obesity,,,106
INST003,2026,C024,COPD,Diabetes,,,54
INST003,2026,C025,Hyperlipidemia,Hypertension,,,57
INST004,2015,C001,Diabetes,Hypertension,,,76
INST004,2015,C002,Diabetes,Chronic kidney disease,,,56
INST004,2015,C003,Hypertension,Ischemic heart disease,,,100
INST004,2015,C004,Diabetes,Obesity,,,118
INST004,2015,C005,Diabetes,Hypertension,Obesity,,56
INST004,2015,C006,COPD,Hypertension,,,60
INST004,2015,C007,Asthma,Allergic/atopic disease,,,33
INST004,2015,C008,Heart failure,Chronic kidney disease,,,39
INST004,2015,C009,Diabetes,Hyperlipidemia,Hypertension,,126
INST004,2015,C010,Hypertension,Stroke,,,31
INST004,2015,C011,Chronic liver disease,Type 2 diabetes mellitus,,,24
INST004,2015,C012,Depression,Generalized anxiety disorder,,,79
INST004,2015,C013,Osteoarthritis,Obesity,,,104
INST004,2015,C014,Rheumatoid arthritis,Osteoporosis,,,26
INST004,2015,C015,Pneumonia,Diabetes,,,83
INST004,2015,C016,COVID-19,Diabetes,,,10
INST004,2015,C017,COVID-19,Hypertension,,,9
INST004,2015,C018,COVID-19,Diabetes,Hypertension,,26
INST004,2015,C019,Tuberculosis,Diabetes,,,29
INST004,2015,C020,Urinary tract infection,Diabetes,,,40
INST004,2015,C021,Diabetes,Chronic kidney disease,Hypertension,,76
INST004,2015,C022,Ischemic heart disease,Diabetes,Hypertension,,40
INST004,2015,C023,Asthma,Obesity,,,89
INST004,2015,C024,COPD,Diabetes,,,57
INST004,2015,C025,Hyperlipidemia,Hypertension,,,133
INST004,2016,C001,Diabetes,Hypertension,,,143
INST004,2016,C002,Diabetes,Chronic kidney disease,,,61
INST004,2016,C003,Hypertension,Ischemic heart disease,,,90
INST004,2016,C004,Diabetes,Obesity,,,135
INST004,2016,C005,Diabetes,Hypertension,Obesity,,144
INST004,2016,C006,COPD,Hypertension,,,34
INST004,2016,C007,Asthma,Allergic/atopic disease,,,42
INST004,2016,C008,Heart failure,Chronic kidney disease,,,68
INST004,2016,C009,Diabetes,Hyperlipidemia,Hypertension,,117
INST004,2016,C010,Hypertension,Stroke,,,14
INST004,2016,C011,Chronic liver disease,Type 2 diabetes mellitus,,,47
INST004,2016,C012,Depression,Generalized anxiety disorder,,,47
INST004,2016,C013,Osteoarthritis,Obesity,,,87
INST004,2016,C014,Rheumatoid arthritis,Osteoporosis,,,32
INST004,2016,C015,Pneumonia,Diabetes,,,55
INST004,2016,C016,COVID-19,Diabetes,,,12
INST004,2016,C017,COVID-19,Hypertension,,,14
INST004,2016,C018,COVID-19,Diabetes,Hypertension,,13
INST004,2016,C019,Tuberculosis,Diabetes,,,26
INST004,2016,C020,Urinary tract infection,Diabetes,,,110
INST004,2016,C021,Diabetes,Chronic kidney disease,Hypertension,,29
INST004,2016,C022,Ischemic heart disease,Diabetes,Hypertension,,126
INST004,2016,C023,Asthma,Obesity,,,74
INST004,2016,C024,COPD,Diabetes,,,49
INST004,2016,C025,Hyperlipidemia,Hypertension,,,85
INST004,2017,C001,Diabetes,Hypertension,,,139
INST004,2017,C002,Diabetes,Chronic kidney disease,,,98
INST004,2017,C003,Hypertension,Ischemic heart disease,,,38
INST004,2017,C004,Diabetes,Obesity,,,87
INST004,2017,C005,Diabetes,Hypertension,Obesity,,166
INST004,2017,C006,COPD,Hypertension,,,68
INST004,2017,C007,Asthma,Allergic/atopic disease,,,44
INST004,2017,C008,Heart failure,Chronic kidney disease,,,64
INST004,2017,C009,Diabetes,Hyperlipidemia,Hypertension,,96
INST004,2017,C010,Hypertension,Stroke,,,27
INST004,2017,C011,Chronic liver disease,Type 2 diabetes mellitus,,,52
INST004,2017,C012,Depression,Generalized anxiety disorder,,,63
INST004,2017,C013,Osteoarthritis,Obesity,,,102
INST004,2017,C014,Rheumatoid arthritis,Osteoporosis,,,22
INST004,2017,C015,Pneumonia,Diabetes,,,111
INST004,2017,C016,COVID-19,Diabetes,,,13
INST004,2017,C017,COVID-19,Hypertension,,,11
INST004,2017,C018,COVID-19,Diabetes,Hypertension,,27
INST004,2017,C019,Tuberculosis,Diabetes,,,20
INST004,2017,C020,Urinary tract infection,Diabetes,,,52
INST004,2017,C021,Diabetes,Chronic kidney disease,Hypertension,,51
INST004,2017,C022,Ischemic heart disease,Diabetes,Hypertension,,116
INST004,2017,C023,Asthma,Obesity,,,110
INST004,2017,C024,COPD,Diabetes,,,75
INST004,2017,C025,Hyperlipidemia,Hypertension,,,70
INST004,2018,C001,Diabetes,Hypertension,,,115
INST004,2018,C002,Diabetes,Chronic kidney disease,,,45
INST004,2018,C003,Hypertension,Ischemic heart disease,,,106
INST004,2018,C004,Diabetes,Obesity,,,58
INST004,2018,C005,Diabetes,Hypertension,Obesity,,80
INST004,2018,C006,COPD,Hypertension,,,48
INST004,2018,C007,Asthma,Allergic/atopic disease,,,57
INST004,2018,C008,Heart failure,Chronic kidney disease,,,44
INST004,2018,C009,Diabetes,Hyperlipidemia,Hypertension,,59
INST004,2018,C010,Hypertension,Stroke,,,20
INST004,2018,C011,Chronic liver disease,Type 2 diabetes mellitus,,,34
INST004,2018,C012,Depression,Generalized anxiety disorder,,,108
INST004,2018,C013,Osteoarthritis,Obesity,,,93
INST004,2018,C014,Rheumatoid arthritis,Osteoporosis,,,17
INST004,2018,C015,Pneumonia,Diabetes,,,101
INST004,2018,C016,COVID-19,Diabetes,,,32
INST004,2018,C017,COVID-19,Hypertension,,,25
INST004,2018,C018,COVID-19,Diabetes,Hypertension,,14
INST004,2018,C019,Tuberculosis,Diabetes,,,26
INST004,2018,C020,Urinary tract infection,Diabetes,,,87
INST004,2018,C021,Diabetes,Chronic kidney disease,Hypertension,,102
INST004,2018,C022,Ischemic heart disease,Diabetes,Hypertension,,104
INST004,2018,C023,Asthma,Obesity,,,66
INST004,2018,C024,COPD,Diabetes,,,34
INST004,2018,C025,Hyperlipidemia,Hypertension,,,167
INST004,2019,C001,Diabetes,Hypertension,,,137
INST004,2019,C002,Diabetes,Chronic kidney disease,,,41
INST004,2019,C003,Hypertension,Ischemic heart disease,,,117
INST004,2019,C004,Diabetes,Obesity,,,63
INST004,2019,C005,Diabetes,Hypertension,Obesity,,69
INST004,2019,C006,COPD,Hypertension,,,28
INST004,2019,C007,Asthma,Allergic/atopic disease,,,34
INST004,2019,C008,Heart failure,Chronic kidney disease,,,23
INST004,2019,C009,Diabetes,Hyperlipidemia,Hypertension,,141
INST004,2019,C010,Hypertension,Stroke,,,27
INST004,2019,C011,Chronic liver disease,Type 2 diabetes mellitus,,,41
INST004,2019,C012,Depression,Generalized anxiety disorder,,,54
INST004,2019,C013,Osteoarthritis,Obesity,,,113
INST004,2019,C014,Rheumatoid arthritis,Osteoporosis,,,19
INST004,2019,C015,Pneumonia,Diabetes,,,52
INST004,2019,C016,COVID-19,Diabetes,,,20
INST004,2019,C017,COVID-19,Hypertension,,,34
INST004,2019,C018,COVID-19,Diabetes,Hypertension,,20
INST004,2019,C019,Tuberculosis,Diabetes,,,13
INST004,2019,C020,Urinary tract infection,Diabetes,,,125
INST004,2019,C021,Diabetes,Chronic kidney disease,Hypertension,,55
INST004,2019,C022,Ischemic heart disease,Diabetes,Hypertension,,131
INST004,2019,C023,Asthma,Obesity,,,74
INST004,2019,C024,COPD,Diabetes,,,66
INST004,2019,C025,Hyperlipidemia,Hypertension,,,121
INST004,2020,C001,Diabetes,Hypertension,,,171
INST004,2020,C002,Diabetes,Chronic kidney disease,,,73
INST004,2020,C003,Hypertension,Ischemic heart disease,,,130
INST004,2020,C004,Diabetes,Obesity,,,134
INST004,2020,C005,Diabetes,Hypertension,Obesity,,142
INST004,2020,C006,COPD,Hypertension,,,94
INST004,2020,C007,Asthma,Allergic/atopic disease,,,22
INST004,2020,C008,Heart failure,Chronic kidney disease,,,84
INST004,2020,C009,Diabetes,Hyperlipidemia,Hypertension,,84
INST004,2020,C010,Hypertension,Stroke,,,19
INST004,2020,C011,Chronic liver disease,Type 2 diabetes mellitus,,,63
INST004,2020,C012,Depression,Generalized anxiety disorder,,,117
INST004,2020,C013,Osteoarthritis,Obesity,,,95
INST004,2020,C014,Rheumatoid arthritis,Osteoporosis,,,36
INST004,2020,C015,Pneumonia,Diabetes,,,111
INST004,2020,C016,COVID-19,Diabetes,,,161
INST004,2020,C017,COVID-19,Hypertension,,,100
INST004,2020,C018,COVID-19,Diabetes,Hypertension,,77
INST004,2020,C019,Tuberculosis,Diabetes,,,31
INST004,2020,C020,Urinary tract infection,Diabetes,,,55
INST004,2020,C021,Diabetes,Chronic kidney disease,Hypertension,,35
INST004,2020,C022,Ischemic heart disease,Diabetes,Hypertension,,81
INST004,2020,C023,Asthma,Obesity,,,105
INST004,2020,C024,COPD,Diabetes,,,33
INST004,2020,C025,Hyperlipidemia,Hypertension,,,119
INST004,2021,C001,Diabetes,Hypertension,,,257
INST004,2021,C002,Diabetes,Chronic kidney disease,,,79
INST004,2021,C003,Hypertension,Ischemic heart disease,,,57
INST004,2021,C004,Diabetes,Obesity,,,108
INST004,2021,C005,Diabetes,Hypertension,Obesity,,118
INST004,2021,C006,COPD,Hypertension,,,33
INST004,2021,C007,Asthma,Allergic/atopic disease,,,50
INST004,2021,C008,Heart failure,Chronic kidney disease,,,62
INST004,2021,C009,Diabetes,Hyperlipidemia,Hypertension,,109
INST004,2021,C010,Hypertension,Stroke,,,26
INST004,2021,C011,Chronic liver disease,Type 2 diabetes mellitus,,,38
INST004,2021,C012,Depression,Generalized anxiety disorder,,,133
INST004,2021,C013,Osteoarthritis,Obesity,,,124
INST004,2021,C014,Rheumatoid arthritis,Osteoporosis,,,34
INST004,2021,C015,Pneumonia,Diabetes,,,62
INST004,2021,C016,COVID-19,Diabetes,,,235
INST004,2021,C017,COVID-19,Hypertension,,,335
INST004,2021,C018,COVID-19,Diabetes,Hypertension,,152
INST004,2021,C019,Tuberculosis,Diabetes,,,23
INST004,2021,C020,Urinary tract infection,Diabetes,,,33
INST004,2021,C021,Diabetes,Chronic kidney disease,Hypertension,,35
INST004,2021,C022,Ischemic heart disease,Diabetes,Hypertension,,99
INST004,2021,C023,Asthma,Obesity,,,125
INST004,2021,C024,COPD,Diabetes,,,32
INST004,2021,C025,Hyperlipidemia,Hypertension,,,56
INST004,2022,C001,Diabetes,Hypertension,,,191
INST004,2022,C002,Diabetes,Chronic kidney disease,,,76
INST004,2022,C003,Hypertension,Ischemic heart disease,,,107
INST004,2022,C004,Diabetes,Obesity,,,185
INST004,2022,C005,Diabetes,Hypertension,Obesity,,198
INST004,2022,C006,COPD,Hypertension,,,71
INST004,2022,C007,Asthma,Allergic/atopic disease,,,35
INST004,2022,C008,Heart failure,Chronic kidney disease,,,51
INST004,2022,C009,Diabetes,Hyperlipidemia,Hypertension,,121
INST004,2022,C010,Hypertension,Stroke,,,27
INST004,2022,C011,Chronic liver disease,Type 2 diabetes mellitus,,,66
INST004,2022,C012,Depression,Generalized anxiety disorder,,,99
INST004,2022,C013,Osteoarthritis,Obesity,,,116
INST004,2022,C014,Rheumatoid arthritis,Osteoporosis,,,31
INST004,2022,C015,Pneumonia,Diabetes,,,113
INST004,2022,C016,COVID-19,Diabetes,,,219
INST004,2022,C017,COVID-19,Hypertension,,,304
INST004,2022,C018,COVID-19,Diabetes,Hypertension,,186
INST004,2022,C019,Tuberculosis,Diabetes,,,33
INST004,2022,C020,Urinary tract infection,Diabetes,,,93
INST004,2022,C021,Diabetes,Chronic kidney disease,Hypertension,,52
INST004,2022,C022,Ischemic heart disease,Diabetes,Hypertension,,136
INST004,2022,C023,Asthma,Obesity,,,115
INST004,2022,C024,COPD,Diabetes,,,105
INST004,2022,C025,Hyperlipidemia,Hypertension,,,176
INST004,2023,C001,Diabetes,Hypertension,,,147
INST004,2023,C002,Diabetes,Chronic kidney disease,,,83
INST004,2023,C003,Hypertension,Ischemic heart disease,,,101
INST004,2023,C004,Diabetes,Obesity,,,159
INST004,2023,C005,Diabetes,Hypertension,Obesity,,126
INST004,2023,C006,COPD,Hypertension,,,76
INST004,2023,C007,Asthma,Allergic/atopic disease,,,37
INST004,2023,C008,Heart failure,Chronic kidney disease,,,27
INST004,2023,C009,Diabetes,Hyperlipidemia,Hypertension,,62
INST004,2023,C010,Hypertension,Stroke,,,46
INST004,2023,C011,Chronic liver disease,Type 2 diabetes mellitus,,,35
INST004,2023,C012,Depression,Generalized anxiety disorder,,,127
INST004,2023,C013,Osteoarthritis,Obesity,,,92
INST004,2023,C014,Rheumatoid arthritis,Osteoporosis,,,22
INST004,2023,C015,Pneumonia,Diabetes,,,85
INST004,2023,C016,COVID-19,Diabetes,,,27
INST004,2023,C017,COVID-19,Hypertension,,,68
INST004,2023,C018,COVID-19,Diabetes,Hypertension,,34
INST004,2023,C019,Tuberculosis,Diabetes,,,24
INST004,2023,C020,Urinary tract infection,Diabetes,,,99
INST004,2023,C021,Diabetes,Chronic kidney disease,Hypertension,,43
INST004,2023,C022,Ischemic heart disease,Diabetes,Hypertension,,70
INST004,2023,C023,Asthma,Obesity,,,55
INST004,2023,C024,COPD,Diabetes,,,37
INST004,2023,C025,Hyperlipidemia,Hypertension,,,147
INST004,2024,C001,Diabetes,Hypertension,,,152
INST004,2024,C002,Diabetes,Chronic kidney disease,,,52
INST004,2024,C003,Hypertension,Ischemic heart disease,,,81
INST004,2024,C004,Diabetes,Obesity,,,207
INST004,2024,C005,Diabetes,Hypertension,Obesity,,163
INST004,2024,C006,COPD,Hypertension,,,73
INST004,2024,C007,Asthma,Allergic/atopic disease,,,18
INST004,2024,C008,Heart failure,Chronic kidney disease,,,52
INST004,2024,C009,Diabetes,Hyperlipidemia,Hypertension,,118
INST004,2024,C010,Hypertension,Stroke,,,28
INST004,2024,C011,Chronic liver disease,Type 2 diabetes mellitus,,,37
INST004,2024,C012,Depression,Generalized anxiety disorder,,,80
INST004,2024,C013,Osteoarthritis,Obesity,,,82
INST004,2024,C014,Rheumatoid arthritis,Osteoporosis,,,29
INST004,2024,C015,Pneumonia,Diabetes,,,55
INST004,2024,C016,COVID-19,Diabetes,,,69
INST004,2024,C017,COVID-19,Hypertension,,,31
INST004,2024,C018,COVID-19,Diabetes,Hypertension,,40
INST004,2024,C019,Tuberculosis,Diabetes,,,14
INST004,2024,C020,Urinary tract infection,Diabetes,,,64
INST004,2024,C021,Diabetes,Chronic kidney disease,Hypertension,,41
INST004,2024,C022,Ischemic heart disease,Diabetes,Hypertension,,105
INST004,2024,C023,Asthma,Obesity,,,59
INST004,2024,C024,COPD,Diabetes,,,31
INST004,2024,C025,Hyperlipidemia,Hypertension,,,103
INST004,2025,C001,Diabetes,Hypertension,,,98
INST004,2025,C002,Diabetes,Chronic kidney disease,,,102
INST004,2025,C003,Hypertension,Ischemic heart disease,,,68
INST004,2025,C004,Diabetes,Obesity,,,94
INST004,2025,C005,Diabetes,Hypertension,Obesity,,83
INST004,2025,C006,COPD,Hypertension,,,55
INST004,2025,C007,Asthma,Allergic/atopic disease,,,21
INST004,2025,C008,Heart failure,Chronic kidney disease,,,66
INST004,2025,C009,Diabetes,Hyperlipidemia,Hypertension,,57
INST004,2025,C010,Hypertension,Stroke,,,25
INST004,2025,C011,Chronic liver disease,Type 2 diabetes mellitus,,,70
INST004,2025,C012,Depression,Generalized anxiety disorder,,,52
INST004,2025,C013,Osteoarthritis,Obesity,,,68
INST004,2025,C014,Rheumatoid arthritis,Osteoporosis,,,29
INST004,2025,C015,Pneumonia,Diabetes,,,79
INST004,2025,C016,COVID-19,Diabetes,,,61
INST004,2025,C017,COVID-19,Hypertension,,,29
INST004,2025,C018,COVID-19,Diabetes,Hypertension,,28
INST004,2025,C019,Tuberculosis,Diabetes,,,15
INST004,2025,C020,Urinary tract infection,Diabetes,,,64
INST004,2025,C021,Diabetes,Chronic kidney disease,Hypertension,,110
INST004,2025,C022,Ischemic heart disease,Diabetes,Hypertension,,139
INST004,2025,C023,Asthma,Obesity,,,58
INST004,2025,C024,COPD,Diabetes,,,40
INST004,2025,C025,Hyperlipidemia,Hypertension,,,98
INST004,2026,C001,Diabetes,Hypertension,,,207
INST004,2026,C002,Diabetes,Chronic kidney disease,,,65
INST004,2026,C003,Hypertension,Ischemic heart disease,,,78
INST004,2026,C004,Diabetes,Obesity,,,144
INST004,2026,C005,Diabetes,Hypertension,Obesity,,181
INST004,2026,C006,COPD,Hypertension,,,78
INST004,2026,C007,Asthma,Allergic/atopic disease,,,31
INST004,2026,C008,Heart failure,Chronic kidney disease,,,59
INST004,2026,C009,Diabetes,Hyperlipidemia,Hypertension,,181
INST004,2026,C010,Hypertension,Stroke,,,36
INST004,2026,C011,Chronic liver disease,Type 2 diabetes mellitus,,,66
INST004,2026,C012,Depression,Generalized anxiety disorder,,,120
INST004,2026,C013,Osteoarthritis,Obesity,,,72
INST004,2026,C014,Rheumatoid arthritis,Osteoporosis,,,18
INST004,2026,C015,Pneumonia,Diabetes,,,53
INST004,2026,C016,COVID-19,Diabetes,,,27
INST004,2026,C017,COVID-19,Hypertension,,,36
INST004,2026,C018,COVID-19,Diabetes,Hypertension,,58
INST004,2026,C019,Tuberculosis,Diabetes,,,37
INST004,2026,C020,Urinary tract infection,Diabetes,,,49
INST004,2026,C021,Diabetes,Chronic kidney disease,Hypertension,,105
INST004,2026,C022,Ischemic heart disease,Diabetes,Hypertension,,71
INST004,2026,C023,Asthma,Obesity,,,116
INST004,2026,C024,COPD,Diabetes,,,80
INST004,2026,C025,Hyperlipidemia,Hypertension,,,118
INST005,2015,C001,Diabetes,Hypertension,,,100
INST005,2015,C002,Diabetes,Chronic kidney disease,,,73
INST005,2015,C003,Hypertension,Ischemic heart disease,,,120
INST005,2015,C004,Diabetes,Obesity,,,80
INST005,2015,C005,Diabetes,Hypertension,Obesity,,68
INST005,2015,C006,COPD,Hypertension,,,58
INST005,2015,C007,Asthma,Allergic/atopic disease,,,25
INST005,2015,C008,Heart failure,Chronic kidney disease,,,44
INST005,2015,C009,Diabetes,Hyperlipidemia,Hypertension,,112
INST005,2015,C010,Hypertension,Stroke,,,34
INST005,2015,C011,Chronic liver disease,Type 2 diabetes mellitus,,,24
INST005,2015,C012,Depression,Generalized anxiety disorder,,,83
INST005,2015,C013,Osteoarthritis,Obesity,,,52
INST005,2015,C014,Rheumatoid arthritis,Osteoporosis,,,27
INST005,2015,C015,Pneumonia,Diabetes,,,100
INST005,2015,C016,COVID-19,Diabetes,,,29
INST005,2015,C017,COVID-19,Hypertension,,,24
INST005,2015,C018,COVID-19,Diabetes,Hypertension,,15
INST005,2015,C019,Tuberculosis,Diabetes,,,31
INST005,2015,C020,Urinary tract infection,Diabetes,,,75
INST005,2015,C021,Diabetes,Chronic kidney disease,Hypertension,,85
INST005,2015,C022,Ischemic heart disease,Diabetes,Hypertension,,66
INST005,2015,C023,Asthma,Obesity,,,46
INST005,2015,C024,COPD,Diabetes,,,28
INST005,2015,C025,Hyperlipidemia,Hypertension,,,123
INST005,2016,C001,Diabetes,Hypertension,,,186
INST005,2016,C002,Diabetes,Chronic kidney disease,,,68
INST005,2016,C003,Hypertension,Ischemic heart disease,,,94
INST005,2016,C004,Diabetes,Obesity,,,54
INST005,2016,C005,Diabetes,Hypertension,Obesity,,49
INST005,2016,C006,COPD,Hypertension,,,48
INST005,2016,C007,Asthma,Allergic/atopic disease,,,27
INST005,2016,C008,Heart failure,Chronic kidney disease,,,54
INST005,2016,C009,Diabetes,Hyperlipidemia,Hypertension,,70
INST005,2016,C010,Hypertension,Stroke,,,20
INST005,2016,C011,Chronic liver disease,Type 2 diabetes mellitus,,,42
INST005,2016,C012,Depression,Generalized anxiety disorder,,,58
INST005,2016,C013,Osteoarthritis,Obesity,,,87
INST005,2016,C014,Rheumatoid arthritis,Osteoporosis,,,18
INST005,2016,C015,Pneumonia,Diabetes,,,56
INST005,2016,C016,COVID-19,Diabetes,,,18
INST005,2016,C017,COVID-19,Hypertension,,,19
INST005,2016,C018,COVID-19,Diabetes,Hypertension,,21
INST005,2016,C019,Tuberculosis,Diabetes,,,15
INST005,2016,C020,Urinary tract infection,Diabetes,,,29
INST005,2016,C021,Diabetes,Chronic kidney disease,Hypertension,,37
INST005,2016,C022,Ischemic heart disease,Diabetes,Hypertension,,42
INST005,2016,C023,Asthma,Obesity,,,73
INST005,2016,C024,COPD,Diabetes,,,36
INST005,2016,C025,Hyperlipidemia,Hypertension,,,96
INST005,2017,C001,Diabetes,Hypertension,,,185
INST005,2017,C002,Diabetes,Chronic kidney disease,,,29
INST005,2017,C003,Hypertension,Ischemic heart disease,,,49
INST005,2017,C004,Diabetes,Obesity,,,183
INST005,2017,C005,Diabetes,Hypertension,Obesity,,104
INST005,2017,C006,COPD,Hypertension,,,45
INST005,2017,C007,Asthma,Allergic/atopic disease,,,19
INST005,2017,C008,Heart failure,Chronic kidney disease,,,21
INST005,2017,C009,Diabetes,Hyperlipidemia,Hypertension,,112
INST005,2017,C010,Hypertension,Stroke,,,39
INST005,2017,C011,Chronic liver disease,Type 2 diabetes mellitus,,,26
INST005,2017,C012,Depression,Generalized anxiety disorder,,,73
INST005,2017,C013,Osteoarthritis,Obesity,,,62
INST005,2017,C014,Rheumatoid arthritis,Osteoporosis,,,37
INST005,2017,C015,Pneumonia,Diabetes,,,95
INST005,2017,C016,COVID-19,Diabetes,,,15
INST005,2017,C017,COVID-19,Hypertension,,,21
INST005,2017,C018,COVID-19,Diabetes,Hypertension,,12
INST005,2017,C019,Tuberculosis,Diabetes,,,16
INST005,2017,C020,Urinary tract infection,Diabetes,,,85
INST005,2017,C021,Diabetes,Chronic kidney disease,Hypertension,,31
INST005,2017,C022,Ischemic heart disease,Diabetes,Hypertension,,95
INST005,2017,C023,Asthma,Obesity,,,37
INST005,2017,C024,COPD,Diabetes,,,63
INST005,2017,C025,Hyperlipidemia,Hypertension,,,154
INST005,2018,C001,Diabetes,Hypertension,,,163
INST005,2018,C002,Diabetes,Chronic kidney disease,,,43
INST005,2018,C003,Hypertension,Ischemic heart disease,,,112
INST005,2018,C004,Diabetes,Obesity,,,128
INST005,2018,C005,Diabetes,Hypertension,Obesity,,46
INST005,2018,C006,COPD,Hypertension,,,61
INST005,2018,C007,Asthma,Allergic/atopic disease,,,24
INST005,2018,C008,Heart failure,Chronic kidney disease,,,57
INST005,2018,C009,Diabetes,Hyperlipidemia,Hypertension,,145
INST005,2018,C010,Hypertension,Stroke,,,18
INST005,2018,C011,Chronic liver disease,Type 2 diabetes mellitus,,,51
INST005,2018,C012,Depression,Generalized anxiety disorder,,,35
INST005,2018,C013,Osteoarthritis,Obesity,,,58
INST005,2018,C014,Rheumatoid arthritis,Osteoporosis,,,34
INST005,2018,C015,Pneumonia,Diabetes,,,57
INST005,2018,C016,COVID-19,Diabetes,,,30
INST005,2018,C017,COVID-19,Hypertension,,,30
INST005,2018,C018,COVID-19,Diabetes,Hypertension,,31
INST005,2018,C019,Tuberculosis,Diabetes,,,30
INST005,2018,C020,Urinary tract infection,Diabetes,,,94
INST005,2018,C021,Diabetes,Chronic kidney disease,Hypertension,,62
INST005,2018,C022,Ischemic heart disease,Diabetes,Hypertension,,113
INST005,2018,C023,Asthma,Obesity,,,119
INST005,2018,C024,COPD,Diabetes,,,31
INST005,2018,C025,Hyperlipidemia,Hypertension,,,86
INST005,2019,C001,Diabetes,Hypertension,,,225
INST005,2019,C002,Diabetes,Chronic kidney disease,,,54
INST005,2019,C003,Hypertension,Ischemic heart disease,,,42
INST005,2019,C004,Diabetes,Obesity,,,97
INST005,2019,C005,Diabetes,Hypertension,Obesity,,107
INST005,2019,C006,COPD,Hypertension,,,36
INST005,2019,C007,Asthma,Allergic/atopic disease,,,16
INST005,2019,C008,Heart failure,Chronic kidney disease,,,38
INST005,2019,C009,Diabetes,Hyperlipidemia,Hypertension,,138
INST005,2019,C010,Hypertension,Stroke,,,28
INST005,2019,C011,Chronic liver disease,Type 2 diabetes mellitus,,,46
INST005,2019,C012,Depression,Generalized anxiety disorder,,,56
INST005,2019,C013,Osteoarthritis,Obesity,,,105
INST005,2019,C014,Rheumatoid arthritis,Osteoporosis,,,39
INST005,2019,C015,Pneumonia,Diabetes,,,149
INST005,2019,C016,COVID-19,Diabetes,,,13
INST005,2019,C017,COVID-19,Hypertension,,,27
INST005,2019,C018,COVID-19,Diabetes,Hypertension,,18
INST005,2019,C019,Tuberculosis,Diabetes,,,28
INST005,2019,C020,Urinary tract infection,Diabetes,,,59
INST005,2019,C021,Diabetes,Chronic kidney disease,Hypertension,,40
INST005,2019,C022,Ischemic heart disease,Diabetes,Hypertension,,58
INST005,2019,C023,Asthma,Obesity,,,49
INST005,2019,C024,COPD,Diabetes,,,41
INST005,2019,C025,Hyperlipidemia,Hypertension,,,127
INST005,2020,C001,Diabetes,Hypertension,,,167
INST005,2020,C002,Diabetes,Chronic kidney disease,,,85
INST005,2020,C003,Hypertension,Ischemic heart disease,,,94
INST005,2020,C004,Diabetes,Obesity,,,145
INST005,2020,C005,Diabetes,Hypertension,Obesity,,122
INST005,2020,C006,COPD,Hypertension,,,51
INST005,2020,C007,Asthma,Allergic/atopic disease,,,17
INST005,2020,C008,Heart failure,Chronic kidney disease,,,62
INST005,2020,C009,Diabetes,Hyperlipidemia,Hypertension,,103
INST005,2020,C010,Hypertension,Stroke,,,13
INST005,2020,C011,Chronic liver disease,Type 2 diabetes mellitus,,,18
INST005,2020,C012,Depression,Generalized anxiety disorder,,,56
INST005,2020,C013,Osteoarthritis,Obesity,,,46
INST005,2020,C014,Rheumatoid arthritis,Osteoporosis,,,14
INST005,2020,C015,Pneumonia,Diabetes,,,137
INST005,2020,C016,COVID-19,Diabetes,,,174
INST005,2020,C017,COVID-19,Hypertension,,,126
INST005,2020,C018,COVID-19,Diabetes,Hypertension,,156
INST005,2020,C019,Tuberculosis,Diabetes,,,28
INST005,2020,C020,Urinary tract infection,Diabetes,,,39
INST005,2020,C021,Diabetes,Chronic kidney disease,Hypertension,,88
INST005,2020,C022,Ischemic heart disease,Diabetes,Hypertension,,103
INST005,2020,C023,Asthma,Obesity,,,34
INST005,2020,C024,COPD,Diabetes,,,55
INST005,2020,C025,Hyperlipidemia,Hypertension,,,108
INST005,2021,C001,Diabetes,Hypertension,,,103
INST005,2021,C002,Diabetes,Chronic kidney disease,,,41
INST005,2021,C003,Hypertension,Ischemic heart disease,,,101
INST005,2021,C004,Diabetes,Obesity,,,93
INST005,2021,C005,Diabetes,Hypertension,Obesity,,110
INST005,2021,C006,COPD,Hypertension,,,54
